order_datetime,qty,gender,state,city,age,category,price,dp_ratings,prod_rating,delivery_service_rating,sup_name,transaction_mode,tran_status,target,return_probability
2023-07-25 01:10:20,8,female,bihar,patna,40,books,484.44,4.2,0.0,0.0,quickpick wholesalers,credit card,successful,0,0.769279595891015
2024-12-23 15:52:28,3,male,delhi,delhi,24,books,185.86,3.7,3.0,2.0,swiftdeal suppliers,net banking,successful,1,0.0909048920525187
2024-12-23 15:52:28,3,male,delhi,delhi,24,books,185.86,3.7,1.0,5.0,swiftdeal suppliers,net banking,successful,1,0.0999935318512719
2024-12-23 15:52:28,3,male,delhi,delhi,24,books,185.86,3.7,2.0,3.0,swiftdeal suppliers,net banking,successful,1,0.09376281728041641
2023-02-24 01:31:07,7,female,gujarat,ahmedabad,26,books,70.46,4.5,0.0,0.0,shopease suppliers,debit card,successful,1,0.008391892448007789
2023-02-24 01:31:07,7,female,gujarat,ahmedabad,26,books,70.46,4.5,0.0,0.0,shopease suppliers,debit card,successful,1,0.008391892448007789
2023-08-01 06:47:01,1,female,gujarat,ahmedabad,20,electronics,428.67,3.5,2.0,3.0,smartshop network,upi,successful,0,0.8157083731912136
2023-08-01 06:47:01,1,female,gujarat,ahmedabad,20,electronics,428.67,3.5,2.0,3.0,smartshop network,upi,successful,0,0.8157083731912136
2024-01-29 21:04:37,8,male,madhya pradesh,indore,64,fashion,130.34,4.2,3.0,2.0,cartcraze ventures,net banking,successful,0,0.00462992714832616
2023-09-29 00:16:03,2,male,telangana,hyderabad,44,fashion,371.35,0.0,1.0,3.0,trendify traders,net banking,successful,0,0.4163334905096121
2023-09-29 00:16:03,2,male,telangana,hyderabad,44,fashion,371.35,0.0,1.0,3.0,trendify traders,upi,successful,0,0.42907569184769734
2023-06-23 12:17:11,1,female,gujarat,ahmedabad,47,home appliance,468.36,0.0,0.0,0.0,ezyshop solutions,net banking,successful,0,0.7425473745880443
2024-12-04 10:32:35,7,male,uttar pradesh,kanpur,23,home appliance,23.08,3.9,0.0,0.0,metroshop suppliers,net banking,successful,0,0.003289390173319398
2024-01-02 01:25:59,8,male,bihar,patna,29,home appliance,238.2,4.2,4.0,5.0,quickbasket co.,credit card,successful,0,0.10443121077028884
2024-10-11 06:08:18,6,female,maharashtra,thane,24,fitness,271.61,4.5,5.0,4.0,trendify traders,credit card,successful,1,0.3022385342836875
2024-10-11 06:08:18,6,female,maharashtra,thane,24,fitness,271.61,4.5,3.0,5.0,trendify traders,credit card,successful,1,0.30883159859827686
2024-10-11 06:08:18,6,female,maharashtra,thane,24,fitness,271.61,4.5,2.0,3.0,trendify traders,credit card,successful,1,0.2925806562409304
2023-06-20 04:41:53,6,male,maharashtra,thane,52,fashion,270.21,3.6,3.0,3.0,swiftdeal suppliers,debit card,successful,0,0.08386372800056091
2023-06-20 04:41:53,6,male,maharashtra,thane,52,fashion,270.21,3.6,1.0,1.0,swiftdeal suppliers,debit card,successful,0,0.07789497865195531
2023-12-11 00:29:50,4,female,madhya pradesh,bhopal,63,fitness,182.25,3.6,0.0,0.0,nextwave merchants,net banking,successful,0,0.014196980318593533
2023-05-11 05:28:27,1,male,uttar pradesh,lucknow,48,home appliance,17.34,3.2,5.0,2.0,nextwave merchants,upi,successful,0,0.0020895078272101554
2023-05-11 05:28:27,1,male,uttar pradesh,lucknow,48,home appliance,17.34,3.2,4.0,5.0,nextwave merchants,upi,successful,0,0.0023281144417620753
2023-07-19 14:49:29,7,female,maharashtra,thane,48,fashion,79.15,4.7,5.0,1.0,urbanmarket co.,credit card,successful,0,0.004342510812288937
2024-10-07 00:41:47,9,female,gujarat,surat,59,electronics,358.36,3.5,4.0,2.0,shopease suppliers,wallet,successful,0,0.1447777903722684
2024-10-07 00:41:47,9,female,gujarat,surat,59,electronics,358.36,3.5,4.0,2.0,shopease suppliers,wallet,successful,0,0.1447777903722684
2024-10-07 00:41:47,9,female,gujarat,surat,59,electronics,358.36,3.5,4.0,2.0,shopease suppliers,wallet,successful,0,0.1447777903722684
2024-10-07 00:41:47,9,female,gujarat,surat,59,electronics,358.36,3.5,3.0,2.0,shopease suppliers,wallet,successful,0,0.14440305008568716
2024-10-07 00:41:47,9,female,gujarat,surat,59,electronics,358.36,3.5,3.0,2.0,shopease suppliers,wallet,successful,0,0.14440305008568716
2024-10-07 00:41:47,9,female,gujarat,surat,59,electronics,358.36,3.5,3.0,2.0,shopease suppliers,wallet,successful,0,0.14440305008568716
2023-06-28 13:59:30,2,male,tamil nadu,chennai,23,home appliance,31.73,3.9,1.0,4.0,omnisupply network,net banking,successful,0,0.005198197801404549
2023-06-28 13:59:30,2,male,tamil nadu,chennai,23,home appliance,31.73,3.9,1.0,4.0,omnisupply network,wallet,successful,0,0.005446887510852055
2023-06-28 13:59:30,2,male,tamil nadu,chennai,23,home appliance,31.73,3.9,4.0,1.0,omnisupply network,net banking,successful,0,0.004695046467932889
2023-06-28 13:59:30,2,male,tamil nadu,chennai,23,home appliance,31.73,3.9,4.0,1.0,omnisupply network,wallet,successful,0,0.004919783695870126
2023-08-31 19:28:39,10,male,uttar pradesh,kanpur,62,electronics,17.83,4.7,5.0,3.0,elite ecom ventures,net banking,successful,0,0.0006387675260133156
2023-08-31 19:28:39,10,male,uttar pradesh,kanpur,62,electronics,17.83,4.7,3.0,3.0,elite ecom ventures,net banking,successful,0,0.0006349109775543027
2023-05-19 17:01:01,5,female,gujarat,ahmedabad,50,electronics,281.93,4.0,4.0,4.0,urbancart traders,upi,successful,1,0.1170945648270866
2023-05-19 17:01:01,5,female,gujarat,ahmedabad,50,electronics,281.93,4.0,4.0,4.0,urbancart traders,upi,successful,1,0.1170945648270866
2023-10-06 09:17:40,6,female,karnataka,bengaluru,69,fitness,319.03,3.2,5.0,3.0,globalreach traders,wallet,successful,1,0.11196212756605903
2023-08-12 19:15:38,6,female,uttar pradesh,lucknow,29,fitness,94.08,4.0,1.0,5.0,fastlane wholesale,upi,successful,0,0.012012456502983652
2023-08-12 19:15:38,6,female,uttar pradesh,lucknow,29,fitness,94.08,4.0,5.0,3.0,fastlane wholesale,upi,successful,0,0.011296822003344267
2024-06-18 19:45:21,1,female,karnataka,bengaluru,53,fashion,213.96,3.3,5.0,2.0,globalreach traders,credit card,successful,1,0.052583097970291745
2024-06-18 19:45:21,1,female,karnataka,bengaluru,53,fashion,213.96,3.3,5.0,2.0,globalreach traders,upi,successful,1,0.05161417731781201
2024-07-15 00:24:42,6,female,rajasthan,jaipur,38,books,268.82,4.4,3.0,4.0,instaretail hub,net banking,successful,0,0.10358327200507739
2024-07-15 00:24:42,6,female,rajasthan,jaipur,38,books,268.82,4.4,2.0,4.0,instaretail hub,net banking,successful,0,0.10330227939132278
2023-07-25 06:06:57,10,female,uttar pradesh,lucknow,62,fashion,452.17,4.8,2.0,2.0,clickmart partners,upi,successful,0,0.397572071847186
2023-06-05 23:44:36,7,male,uttar pradesh,kanpur,52,books,338.33,4.4,1.0,4.0,instaretail hub,net banking,successful,1,0.20554024076160504
2023-12-18 16:54:28,2,male,maharashtra,nagpur,34,fashion,149.98,3.1,1.0,2.0,buynow direct,wallet,successful,1,0.03634180805347446
2024-10-04 18:58:25,10,male,maharashtra,mumbai,58,fashion,33.79,4.9,0.0,0.0,globalreach traders,debit card,successful,1,0.0010371026364393552
2024-07-29 12:47:51,10,female,telangana,hyderabad,58,fashion,155.43,3.8,3.0,4.0,shopease suppliers,debit card,successful,0,0.006884026227605065
2024-02-06 21:56:09,9,male,gujarat,ahmedabad,41,home appliance,13.3,4.9,5.0,4.0,smartkart wholesale,net banking,successful,0,0.0012475347346816068
2024-02-06 21:56:09,9,male,gujarat,ahmedabad,41,home appliance,13.3,4.9,2.0,5.0,smartkart wholesale,net banking,successful,0,0.001282969714888515
2024-02-06 21:56:09,9,male,gujarat,ahmedabad,41,home appliance,13.3,4.9,4.0,5.0,smartkart wholesale,net banking,successful,0,0.001290757589174206
2023-05-18 22:17:08,6,male,delhi,delhi,22,books,368.45,4.6,5.0,5.0,instaretail hub,wallet,successful,0,0.5932036532357521
2023-05-18 22:17:08,6,male,delhi,delhi,22,books,368.45,4.6,2.0,3.0,instaretail hub,wallet,successful,0,0.5729432000839103
2024-01-08 07:12:02,5,male,andhra pradesh,visakhapatnam,40,fashion,279.71,0.0,5.0,2.0,ezyshop solutions,debit card,successful,0,0.14003076311376822
2024-01-08 07:12:02,5,male,andhra pradesh,visakhapatnam,40,fashion,279.71,0.0,5.0,1.0,ezyshop solutions,debit card,successful,0,0.13561860683821997
2024-01-08 07:39:07,2,male,uttar pradesh,kanpur,53,books,345.38,4.2,0.0,0.0,buynow direct,wallet,successful,0,0.24786333498407814
2024-06-03 12:18:30,10,female,maharashtra,nagpur,23,home appliance,298.55,4.9,0.0,0.0,quickpick wholesalers,net banking,successful,1,0.26905280347311217
2024-06-03 12:18:30,10,female,maharashtra,nagpur,23,home appliance,298.55,4.9,0.0,0.0,quickpick wholesalers,wallet,successful,1,0.27839213543167135
2023-05-17 22:47:49,2,female,gujarat,ahmedabad,68,fitness,260.53,3.1,0.0,0.0,instaretail hub,upi,successful,0,0.040519510159989926
2024-06-13 12:05:00,2,male,gujarat,vadodara,20,home appliance,276.05,3.7,3.0,2.0,quickpick wholesalers,upi,successful,0,0.28031949537563305
2024-02-04 21:38:48,10,male,gujarat,surat,19,electronics,184.28,3.6,0.0,0.0,digicart distributors,credit card,successful,0,0.043227451754445693
2023-11-11 06:06:07,7,female,rajasthan,jaipur,32,fitness,326.27,0.0,4.0,4.0,ecomgenix suppliers,credit card,successful,0,0.3234704460663802
2023-11-11 06:06:07,7,female,rajasthan,jaipur,32,fitness,326.27,0.0,3.0,4.0,ecomgenix suppliers,credit card,successful,0,0.32280776312521137
2023-09-09 05:15:55,5,female,karnataka,bengaluru,24,books,274.77,4.5,1.0,2.0,nextwave merchants,upi,successful,0,0.21940843162317647
2023-05-14 10:09:57,2,male,maharashtra,nagpur,66,fitness,486.65,3.4,2.0,2.0,zoomkart distributors,net banking,successful,1,0.7588778977171063
2023-05-14 10:09:57,2,male,maharashtra,nagpur,66,fitness,486.65,3.4,3.0,4.0,zoomkart distributors,net banking,successful,1,0.7727374392813707
2024-07-03 13:32:15,7,female,tamil nadu,chennai,26,home appliance,447.73,4.0,3.0,1.0,trendmart inc.,debit card,successful,0,0.7324309785624146
2024-07-03 13:32:15,7,female,tamil nadu,chennai,26,home appliance,447.73,4.0,4.0,3.0,trendmart inc.,debit card,successful,0,0.7473044829949842
2024-07-03 13:32:15,7,female,tamil nadu,chennai,26,home appliance,447.73,4.0,5.0,5.0,trendmart inc.,debit card,successful,0,0.7616202932620625
2024-03-09 05:29:23,8,male,maharashtra,thane,24,fashion,34.19,3.3,0.0,0.0,fastlane wholesale,debit card,successful,0,0.00464854548144522
2024-11-08 16:55:22,7,male,maharashtra,nagpur,22,home appliance,432.91,4.2,1.0,1.0,elite ecom ventures,debit card,successful,1,0.8389244984589852
2024-11-08 16:55:22,7,male,maharashtra,nagpur,22,home appliance,432.91,4.2,3.0,5.0,elite ecom ventures,debit card,successful,1,0.8587369960657458
2024-11-08 16:55:22,7,male,maharashtra,nagpur,22,home appliance,432.91,4.2,1.0,4.0,elite ecom ventures,debit card,successful,1,0.8534157650702963
2024-12-03 19:31:31,3,female,madhya pradesh,bhopal,25,books,81.76,3.6,4.0,3.0,ezyshop solutions,upi,successful,1,0.0173527484576833
2024-12-03 19:31:31,3,female,madhya pradesh,bhopal,25,books,81.76,3.6,5.0,5.0,ezyshop solutions,upi,successful,1,0.018721138106151353
2024-07-07 17:18:13,5,male,bihar,patna,61,books,260.22,4.2,0.0,0.0,nextgen wholesalers,credit card,successful,0,0.045215161638116
2024-07-07 17:18:13,5,male,bihar,patna,61,books,260.22,4.2,0.0,0.0,nextgen wholesalers,wallet,successful,0,0.04415407255239278
2024-10-16 01:41:38,9,male,rajasthan,jaipur,57,electronics,419.53,4.6,3.0,5.0,ecomedge retail,wallet,successful,0,0.35423100014046577
2024-10-16 01:41:38,9,male,rajasthan,jaipur,57,electronics,419.53,4.6,1.0,2.0,ecomedge retail,wallet,successful,0,0.32784426956419044
2024-10-16 01:41:38,9,male,rajasthan,jaipur,57,electronics,419.53,4.6,4.0,5.0,ecomedge retail,wallet,successful,0,0.35492438162435863
2024-12-09 00:26:42,5,female,maharashtra,mumbai,45,electronics,68.87,3.9,0.0,0.0,directcart distributors,net banking,successful,0,0.003868155113165956
2023-04-05 08:16:10,8,male,karnataka,bengaluru,42,fitness,486.35,4.8,0.0,0.0,fastlane wholesale,credit card,successful,1,0.8042557814411397
2023-11-09 01:44:48,5,male,gujarat,vadodara,34,home appliance,457.87,3.6,1.0,1.0,smartkart wholesale,debit card,successful,0,0.7346659806115262
2023-11-09 01:44:48,5,male,gujarat,vadodara,34,home appliance,457.87,3.6,2.0,4.0,smartkart wholesale,debit card,successful,0,0.756365464392083
2023-03-14 10:24:42,9,female,madhya pradesh,indore,51,fitness,98.6,4.8,0.0,0.0,global ecom supplies,credit card,successful,0,0.0035591563016138575
2024-12-04 21:44:30,9,female,west bengal,kolkata,18,fashion,468.37,3.5,2.0,3.0,omnisupply network,wallet,successful,0,0.8571059390088693
2023-03-17 10:07:27,7,female,gujarat,surat,53,fashion,412.04,4.9,4.0,1.0,smartshop network,upi,successful,0,0.3644742603753175
2023-09-16 09:39:11,5,male,uttar pradesh,ghaziabad,37,fashion,466.73,4.0,2.0,2.0,globalreach traders,upi,successful,0,0.7792831979460749
2023-08-12 16:17:16,6,male,gujarat,ahmedabad,60,fashion,165.38,4.8,1.0,1.0,smartshop network,wallet,successful,0,0.008649730881142504
2023-08-12 16:17:16,6,male,gujarat,ahmedabad,60,fashion,165.38,4.8,3.0,4.0,smartshop network,wallet,successful,0,0.009717316152016238
2023-06-26 11:14:46,7,female,tamil nadu,chennai,19,fashion,293.92,0.0,5.0,5.0,metroshop suppliers,credit card,successful,0,0.24766511003684674
2023-06-26 11:14:46,7,female,tamil nadu,chennai,19,fashion,293.92,0.0,5.0,5.0,metroshop suppliers,upi,successful,0,0.24402740171256743
2023-06-26 11:14:46,7,female,tamil nadu,chennai,19,fashion,293.92,0.0,5.0,5.0,metroshop suppliers,credit card,successful,0,0.24766511003684674
2023-06-26 11:14:46,7,female,tamil nadu,chennai,19,fashion,293.92,0.0,5.0,5.0,metroshop suppliers,upi,successful,0,0.24402740171256743
2024-10-30 16:15:41,6,male,bihar,patna,49,home appliance,411.87,4.5,2.0,4.0,primelogix traders,net banking,successful,0,0.469572735461909
2024-09-13 01:02:20,9,female,uttar pradesh,kanpur,54,electronics,490.41,3.6,0.0,0.0,omnisupply network,credit card,successful,1,0.6745272139656875
2023-08-31 17:41:58,2,male,maharashtra,mumbai,21,electronics,195.78,3.3,3.0,3.0,swiftdeal suppliers,net banking,successful,0,0.08704471988446993
2023-08-31 17:41:58,2,male,maharashtra,mumbai,21,electronics,195.78,3.3,3.0,3.0,swiftdeal suppliers,upi,successful,0,0.09128500158220271
2023-08-31 17:41:58,2,male,maharashtra,mumbai,21,electronics,195.78,3.3,2.0,3.0,swiftdeal suppliers,net banking,successful,0,0.08680424732393018
2023-08-31 17:41:58,2,male,maharashtra,mumbai,21,electronics,195.78,3.3,2.0,3.0,swiftdeal suppliers,upi,successful,0,0.09103398276019811
2024-04-22 13:33:24,4,female,maharashtra,pune,60,fitness,164.69,4.5,0.0,0.0,buynow direct,debit card,successful,0,0.012073385547785132
2023-06-10 13:24:39,2,female,telangana,hyderabad,60,electronics,13.98,4.1,3.0,1.0,quickbasket co.,wallet,successful,0,0.000979160570955658
2023-06-10 13:24:39,2,female,telangana,hyderabad,60,electronics,13.98,4.1,4.0,5.0,quickbasket co.,wallet,successful,0,0.001139218026085148
2023-06-10 13:24:39,2,female,telangana,hyderabad,60,electronics,13.98,4.1,4.0,2.0,quickbasket co.,wallet,successful,0,0.0010192459531717976
2024-12-22 22:13:09,8,male,telangana,hyderabad,51,home appliance,348.28,3.3,5.0,4.0,trendify traders,net banking,successful,0,0.1991923095044872
2024-07-27 11:22:00,7,female,gujarat,ahmedabad,59,fitness,111.4,4.4,0.0,0.0,primelogix traders,wallet,successful,0,0.0038264044989980285
2024-12-18 06:28:43,2,female,andhra pradesh,visakhapatnam,29,fitness,270.65,4.9,4.0,1.0,ecomgenix suppliers,net banking,successful,1,0.2471706049297705
2024-12-18 06:28:43,2,female,andhra pradesh,visakhapatnam,29,fitness,270.65,4.9,3.0,3.0,ecomgenix suppliers,net banking,successful,1,0.2606633597286324
2024-03-11 10:55:03,7,male,tamil nadu,chennai,46,fashion,45.99,4.1,1.0,4.0,cartcraze ventures,upi,successful,0,0.002168716546331047
2024-03-11 10:55:03,7,male,tamil nadu,chennai,46,fashion,45.99,4.1,2.0,4.0,cartcraze ventures,upi,successful,0,0.0021752830183483594
2024-03-11 10:55:03,7,male,tamil nadu,chennai,46,fashion,45.99,4.1,3.0,1.0,cartcraze ventures,upi,successful,0,0.0019523093244508106
2023-11-07 14:32:54,8,male,uttar pradesh,kanpur,28,fashion,107.46,5.0,0.0,0.0,quickpick wholesalers,debit card,successful,0,0.011098050851818156
2023-11-07 14:32:54,8,male,uttar pradesh,kanpur,28,fashion,107.46,5.0,0.0,0.0,quickpick wholesalers,net banking,successful,0,0.010679970812181508
2024-04-16 13:25:19,9,male,maharashtra,nagpur,55,home appliance,405.52,3.7,0.0,0.0,ezyshop solutions,credit card,successful,0,0.3758187932489505
2024-11-15 19:46:24,1,male,uttar pradesh,kanpur,45,fitness,138.77,3.9,5.0,3.0,globalreach traders,debit card,successful,0,0.023153793922737552
2023-05-08 14:12:42,7,male,rajasthan,jaipur,43,electronics,438.8,4.4,1.0,5.0,smartshop network,upi,successful,0,0.6072445307632905
2023-04-10 02:33:27,2,male,andhra pradesh,visakhapatnam,33,electronics,402.07,4.4,1.0,3.0,ecomedge retail,net banking,successful,0,0.6314579227866455
2023-04-10 02:33:27,2,male,andhra pradesh,visakhapatnam,33,electronics,402.07,4.4,4.0,5.0,ecomedge retail,net banking,successful,0,0.6506350810147644
2024-12-22 17:27:20,1,male,madhya pradesh,bhopal,43,home appliance,26.06,3.6,0.0,0.0,globalreach traders,wallet,successful,0,0.0032239015782167127
2024-06-08 08:11:28,2,female,andhra pradesh,visakhapatnam,29,fashion,127.95,0.0,5.0,3.0,primelogix traders,wallet,successful,0,0.02617454467279771
2023-09-03 12:57:01,10,male,rajasthan,jaipur,62,fashion,170.06,3.0,4.0,3.0,clickmart partners,upi,successful,0,0.0071670579143649615
2023-09-03 12:57:01,10,male,rajasthan,jaipur,62,fashion,170.06,3.0,3.0,3.0,clickmart partners,upi,successful,0,0.0071455308047738905
2023-01-21 23:59:03,3,male,maharashtra,mumbai,69,fitness,353.44,3.2,5.0,2.0,shopease suppliers,net banking,successful,0,0.19521031151639429
2024-12-09 21:03:18,4,female,andhra pradesh,visakhapatnam,35,fashion,376.53,3.4,1.0,3.0,smartkart wholesale,upi,successful,1,0.523227602900757
2024-12-09 21:03:18,4,female,andhra pradesh,visakhapatnam,35,fashion,376.53,3.4,3.0,3.0,smartkart wholesale,upi,successful,1,0.5247390267083087
2023-02-21 06:42:48,8,female,bihar,patna,31,fitness,401.5,3.5,1.0,1.0,ezyshop solutions,net banking,successful,1,0.568355177123394
2023-12-22 14:56:03,1,female,bihar,patna,25,home appliance,477.06,3.5,0.0,0.0,urbancart traders,wallet,successful,0,0.9003051439398418
2024-10-27 02:13:16,9,male,andhra pradesh,visakhapatnam,56,fashion,151.93,4.8,0.0,0.0,smartshop network,net banking,successful,0,0.006966328046990147
2023-06-01 02:57:45,10,female,karnataka,bengaluru,67,fitness,177.82,4.5,0.0,0.0,directcart distributors,net banking,successful,1,0.00885476958897158
2024-12-08 07:50:13,10,male,uttar pradesh,lucknow,46,fashion,249.25,3.1,2.0,4.0,global ecom supplies,credit card,successful,0,0.04956655448905937
2023-11-30 06:59:42,4,female,madhya pradesh,bhopal,53,home appliance,143.52,4.5,0.0,0.0,fastlane wholesale,net banking,successful,0,0.009667506862317295
2024-07-23 02:05:20,1,female,andhra pradesh,visakhapatnam,45,books,453.8,3.9,4.0,5.0,nextgen wholesalers,credit card,successful,1,0.8184292320731403
2024-07-23 02:05:20,1,female,andhra pradesh,visakhapatnam,45,books,453.8,3.9,5.0,5.0,nextgen wholesalers,credit card,successful,1,0.8188790377135551
2024-07-23 02:05:20,1,female,andhra pradesh,visakhapatnam,45,books,453.8,3.9,2.0,1.0,nextgen wholesalers,credit card,successful,1,0.7943175234420102
2023-08-20 22:25:17,10,female,uttar pradesh,kanpur,47,fitness,238.51,4.6,5.0,4.0,globalreach traders,upi,successful,0,0.0540459855766609
